Timestamp,Source_IP,Destination_IP,Attack_Type,Protocol,Packet_Size,Failed_Logins,Country,Response_Time,Threat_Level
5/8/26 21:54,192.0.2.8,10.0.0.15,Brute Force,TCP,75,20,India,634,High
5/8/26 21:57,192.0.2.3,10.0.0.12,Brute Force,HTTPS,396,12,India,604,High
5/8/26 22:08,198.51.100.58,172.16.0.8,Phishing,HTTP,483,1,USA,101,Low
5/8/26 22:46,198.51.100.69,192.168.2.20,Malware,HTTPS,927,2,USA,326,Medium
5/8/26 23:13,198.51.100.76,10.0.0.8,Brute Force,HTTPS,233,7,USA,428,Medium
5/8/26 23:47,192.0.2.21,10.0.0.12,Phishing,HTTPS,564,1,India,124,Low
5/8/26 23:52,198.51.100.72,10.0.0.5,Brute Force,HTTPS,657,13,USA,709,High
5/9/26 2:51,192.0.2.17,172.16.1.4,Brute Force,HTTP,153,8,India,264,Medium
5/9/26 3:47,192.0.2.26,172.16.0.5,Brute Force,TCP,199,6,India,379,Medium
5/9/26 4:41,192.0.2.30,10.0.0.5,DDoS,UDP,971,0,India,659,Medium
5/9/26 4:59,203.0.113.102,10.1.0.14,Phishing,HTTPS,584,4,UK,476,Medium
5/9/26 5:12,198.51.100.234,10.0.1.4,Phishing,HTTPS,438,1,Japan,244,Low
5/9/26 5:21,192.0.2.183,10.0.0.5,Malware,TCP,971,2,Germany,537,Medium
5/9/26 7:38,192.0.2.166,10.1.0.21,Phishing,HTTPS,368,0,Germany,131,Low
5/9/26 8:03,198.51.100.215,10.0.0.20,Malware,TCP,906,4,Japan,336,Medium
5/9/26 8:23,192.0.2.30,192.168.1.5,SQL Injection,HTTP,947,0,India,736,Medium
5/9/26 8:25,192.0.2.181,10.0.0.20,Malware,HTTPS,332,7,Germany,174,Medium
5/9/26 8:55,198.51.100.72,10.0.1.4,Brute Force,TCP,193,9,USA,440,Medium
5/9/26 9:11,203.0.113.120,192.168.1.25,SQL Injection,HTTP,403,0,UK,201,Medium
5/9/26 9:15,203.0.113.106,192.168.2.20,Malware,HTTPS,1183,0,UK,548,Medium
5/9/26 9:45,198.51.100.51,10.0.1.4,Malware,HTTPS,662,5,USA,425,Medium
5/9/26 10:01,192.0.2.44,192.168.1.25,Phishing,HTTPS,343,1,India,308,Low
5/9/26 10:25,192.0.2.28,10.0.1.7,Phishing,HTTP,374,1,India,55,Low
5/9/26 10:34,198.51.100.72,192.168.1.5,Malware,TCP,683,4,USA,727,Medium
5/9/26 11:01,198.51.100.219,10.0.1.18,Brute Force,HTTPS,425,6,Japan,300,Medium
5/9/26 11:06,192.0.2.22,172.16.0.12,Malware,HTTPS,854,1,India,364,Medium
5/9/26 11:29,198.51.100.232,10.0.1.4,SQL Injection,HTTPS,1198,2,Japan,424,Medium
5/9/26 11:57,198.51.100.88,10.0.0.12,Malware,HTTPS,383,0,USA,475,Low
5/9/26 12:02,192.0.2.8,10.0.0.5,Brute Force,HTTPS,184,16,India,869,High
5/9/26 12:27,198.51.100.83,172.16.1.4,Brute Force,HTTP,216,18,USA,661,High
5/9/26 12:48,198.51.100.72,192.168.2.20,Malware,TCP,293,3,USA,450,Medium
5/9/26 14:24,192.0.2.33,10.0.1.7,Brute Force,TCP,230,4,India,409,Medium
5/9/26 14:45,198.51.100.72,192.168.1.10,Phishing,HTTPS,337,0,USA,274,Low
5/9/26 15:11,198.51.100.92,10.0.1.18,Phishing,HTTPS,470,1,USA,285,Low
5/9/26 15:14,198.51.100.83,10.1.0.10,DDoS,UDP,1096,0,USA,981,High
5/9/26 15:28,198.51.100.228,192.168.1.10,Phishing,HTTPS,403,3,Japan,178,Low
5/9/26 15:49,192.0.2.15,10.0.1.4,Malware,TCP,596,2,India,420,Medium
5/9/26 16:03,192.0.2.15,192.168.2.20,SQL Injection,TCP,720,2,India,245,Medium
5/9/26 16:11,192.0.2.190,192.168.1.10,Brute Force,HTTP,266,12,Germany,724,High
5/9/26 16:55,198.51.100.207,172.16.1.15,SQL Injection,HTTP,526,2,Japan,386,Medium
5/9/26 17:37,198.51.100.88,172.16.0.12,Brute Force,TCP,135,3,USA,504,Medium
5/9/26 17:50,192.0.2.173,10.0.0.15,Malware,HTTPS,897,2,Germany,241,Medium
5/9/26 17:55,198.51.100.239,10.0.1.4,Brute Force,HTTP,146,6,Japan,444,Medium
5/9/26 18:13,198.51.100.92,10.0.1.4,Phishing,HTTPS,605,2,USA,288,Low
5/9/26 18:40,192.0.2.8,10.0.0.5,DDoS,UDP,530,0,India,831,Medium
5/9/26 19:53,203.0.113.124,10.0.0.8,Phishing,HTTPS,252,2,UK,206,Low
5/9/26 20:09,203.0.113.134,172.16.1.4,Brute Force,HTTPS,195,8,UK,407,Low
5/9/26 21:35,192.0.2.24,10.1.0.14,DDoS,TCP,1234,1,India,1225,High
5/9/26 21:50,192.0.2.24,10.0.1.22,Brute Force,HTTPS,273,10,India,617,Medium
5/9/26 22:23,192.0.2.21,10.0.0.5,Brute Force,TCP,316,10,India,362,Medium
5/9/26 22:38,198.51.100.76,10.0.1.4,Brute Force,HTTP,148,5,USA,423,Medium
5/9/26 23:51,198.51.100.231,10.0.0.12,DDoS,UDP,1325,0,Japan,351,Medium
5/9/26 23:53,192.0.2.3,10.0.0.20,Brute Force,TCP,270,7,India,576,Medium
5/9/26 23:54,192.0.2.157,172.16.0.8,Phishing,HTTP,549,1,Germany,231,Low
5/10/26 0:06,192.0.2.156,10.0.0.12,Brute Force,TCP,197,9,Germany,677,Medium
5/10/26 2:57,203.0.113.130,10.1.0.14,Malware,TCP,818,6,UK,613,Medium
5/10/26 4:58,192.0.2.40,192.168.1.10,Brute Force,TCP,296,10,India,470,Medium
5/10/26 7:03,192.0.2.33,10.0.0.12,Brute Force,TCP,460,8,India,566,Medium
5/10/26 7:18,192.0.2.30,10.0.1.18,Brute Force,HTTPS,440,13,India,668,High
5/10/26 8:29,198.51.100.83,10.0.1.7,Phishing,HTTPS,364,2,USA,302,Low
5/10/26 8:30,192.0.2.34,10.1.0.21,SQL Injection,HTTP,338,2,India,368,Medium
5/10/26 8:53,203.0.113.102,10.0.0.8,Brute Force,HTTP,443,15,UK,572,High
5/10/26 8:56,198.51.100.87,10.0.1.4,Brute Force,TCP,303,7,USA,339,Medium
5/10/26 9:29,192.0.2.20,10.1.0.25,Brute Force,TCP,360,12,India,418,High
5/10/26 10:29,198.51.100.83,10.1.0.10,DDoS,TCP,973,0,USA,786,High
5/10/26 10:44,198.51.100.210,10.0.1.4,DDoS,TCP,883,1,Japan,589,Medium
5/10/26 10:55,198.51.100.215,172.16.0.8,Brute Force,TCP,86,6,Japan,570,Medium
5/10/26 11:12,203.0.113.139,172.16.0.5,SQL Injection,HTTP,683,2,UK,316,Medium
5/10/26 11:30,192.0.2.24,10.0.0.5,Phishing,HTTPS,695,1,India,280,Low
5/10/26 11:33,198.51.100.63,192.168.1.25,Malware,HTTPS,1291,5,USA,246,Medium
5/10/26 11:52,192.0.2.191,10.0.0.5,SQL Injection,HTTP,884,2,Germany,271,Medium
5/10/26 11:58,192.0.2.195,10.0.0.5,Phishing,HTTPS,581,1,Germany,128,Low
5/10/26 12:30,198.51.100.79,192.168.2.6,DDoS,UDP,1263,0,USA,514,Medium
5/10/26 12:53,192.0.2.48,10.0.0.5,Brute Force,TCP,289,3,India,549,Medium
5/10/26 13:11,192.0.2.30,10.1.0.14,Brute Force,TCP,235,14,India,550,High
5/10/26 13:54,192.0.2.15,10.1.0.21,Brute Force,HTTPS,172,6,India,382,Medium
5/10/26 14:23,198.51.100.76,10.0.0.5,Brute Force,HTTPS,323,11,USA,515,Medium
5/10/26 15:22,198.51.100.67,10.0.0.5,DDoS,HTTP,1096,0,USA,664,Medium
5/10/26 15:22,198.51.100.83,10.0.0.5,Brute Force,TCP,437,9,USA,676,Medium
5/10/26 15:45,192.0.2.3,192.168.1.10,DDoS,HTTPS,1154,1,India,924,High
5/10/26 15:54,198.51.100.55,10.1.0.21,Brute Force,TCP,300,2,USA,281,Medium
5/10/26 16:25,192.0.2.153,172.16.0.8,Malware,TCP,419,0,Germany,265,Medium
5/10/26 16:29,192.0.2.164,10.0.1.11,Phishing,HTTPS,259,0,Germany,206,Low
5/10/26 16:54,203.0.113.106,10.0.0.8,Brute Force,HTTP,564,6,UK,748,Medium
5/10/26 17:03,198.51.100.79,10.0.1.11,Malware,HTTPS,327,5,USA,314,Medium
5/10/26 17:05,198.51.100.216,172.16.1.9,Phishing,HTTP,312,1,Japan,347,Low
5/10/26 17:43,192.0.2.24,10.1.0.21,Brute Force,TCP,194,8,India,520,Medium
5/10/26 17:47,192.0.2.46,172.16.0.8,Malware,TCP,412,5,India,80,Medium
5/10/26 17:58,198.51.100.60,192.168.1.5,Malware,TCP,928,1,USA,463,Medium
5/10/26 18:40,198.51.100.213,172.16.0.8,SQL Injection,HTTP,1080,2,Japan,450,Medium
5/10/26 18:44,192.0.2.183,10.0.0.8,Malware,HTTP,511,3,Germany,194,Medium
5/10/26 18:45,192.0.2.15,10.0.0.5,Brute Force,TCP,301,7,India,478,Medium
5/10/26 19:06,198.51.100.209,10.0.0.12,Phishing,HTTPS,225,3,Japan,197,Low
5/10/26 19:23,198.51.100.84,172.16.0.5,Brute Force,TCP,351,7,USA,667,Medium
5/10/26 19:29,192.0.2.3,172.16.0.8,Brute Force,HTTPS,329,6,India,448,Low
5/10/26 19:47,192.0.2.191,10.1.0.14,Phishing,HTTPS,742,1,Germany,106,Low
5/10/26 19:59,198.51.100.81,172.16.1.15,Phishing,HTTPS,396,1,USA,215,Low
5/10/26 20:01,198.51.100.76,192.168.1.5,Malware,HTTPS,803,4,USA,861,High
5/10/26 20:24,192.0.2.44,172.16.0.5,Phishing,HTTPS,320,0,India,270,Low
5/10/26 20:39,198.51.100.88,10.0.0.5,Brute Force,HTTPS,292,16,USA,744,Critical
5/10/26 20:48,198.51.100.224,192.168.1.10,Malware,UDP,1330,0,Japan,504,Medium
5/10/26 22:02,192.0.2.162,10.0.1.4,Phishing,HTTPS,374,0,Germany,131,Low
5/10/26 22:34,192.0.2.155,192.168.2.6,Brute Force,TCP,251,14,Germany,573,High
5/10/26 22:38,198.51.100.202,10.0.0.8,Brute Force,TCP,266,14,Japan,604,High
5/10/26 22:39,198.51.100.92,10.0.0.5,Malware,TCP,720,3,USA,596,Medium
5/10/26 23:10,198.51.100.61,10.0.1.7,Malware,TCP,536,4,USA,316,Medium
5/11/26 0:05,198.51.100.248,10.0.1.11,Phishing,HTTPS,151,0,Japan,293,Low
5/11/26 0:28,198.51.100.202,192.168.2.6,Phishing,HTTP,951,4,Japan,204,Low
5/11/26 1:39,192.0.2.3,10.0.0.8,DDoS,HTTPS,836,0,India,433,Medium
5/11/26 3:35,198.51.100.67,172.16.0.5,Malware,HTTPS,1357,3,USA,363,Medium
5/11/26 4:05,192.0.2.15,10.1.0.21,Malware,HTTPS,404,0,India,434,Medium
5/11/26 5:51,192.0.2.23,10.1.0.21,Malware,TCP,864,3,India,232,Medium
5/11/26 5:57,198.51.100.224,10.0.0.15,Brute Force,TCP,228,10,Japan,538,Medium
5/11/26 5:59,192.0.2.191,192.168.1.5,Brute Force,TCP,144,7,Germany,354,Low
5/11/26 6:24,192.0.2.3,10.0.1.7,Malware,TCP,393,3,India,237,Medium
5/11/26 6:40,192.0.2.24,10.0.0.12,SQL Injection,HTTPS,564,2,India,115,Medium
5/11/26 6:48,198.51.100.202,10.0.1.4,Brute Force,TCP,484,4,Japan,561,Medium
5/11/26 6:58,198.51.100.217,192.168.2.6,Brute Force,TCP,353,8,Japan,441,Medium
5/11/26 7:29,192.0.2.26,10.0.0.8,DDoS,UDP,879,1,India,1067,Medium
5/11/26 7:29,198.51.100.67,10.0.0.12,SQL Injection,HTTP,681,1,USA,70,Medium
5/11/26 7:33,198.51.100.85,10.1.0.10,Phishing,HTTPS,215,5,USA,44,Low
5/11/26 7:48,203.0.113.126,172.16.0.5,Brute Force,TCP,237,10,UK,541,Medium
5/11/26 8:45,203.0.113.113,10.0.0.8,Malware,TCP,1043,3,UK,80,Medium
5/11/26 8:46,192.0.2.192,10.0.0.8,SQL Injection,HTTP,354,7,Germany,231,Medium
5/11/26 8:51,203.0.113.126,10.0.0.15,DDoS,UDP,900,0,UK,428,Medium
5/11/26 9:59,198.51.100.225,10.0.1.7,Phishing,HTTPS,400,4,Japan,183,Medium
5/11/26 10:25,192.0.2.22,10.0.0.8,SQL Injection,HTTPS,878,4,India,561,Medium
5/11/26 10:33,198.51.100.215,10.0.0.20,Malware,HTTPS,693,0,Japan,382,Low
5/11/26 10:56,192.0.2.15,10.1.0.14,Brute Force,TCP,235,1,India,330,Low
5/11/26 11:41,192.0.2.185,10.0.1.4,Phishing,HTTPS,625,1,Germany,291,Low
5/11/26 11:58,203.0.113.138,10.0.0.12,Phishing,HTTPS,601,3,UK,184,Low
5/11/26 12:02,203.0.113.140,10.0.0.12,Phishing,HTTPS,616,2,UK,40,Low
5/11/26 12:10,198.51.100.223,10.0.1.18,Phishing,HTTPS,719,0,Japan,215,Low
5/11/26 12:30,198.51.100.72,10.0.0.5,Malware,TCP,1500,7,USA,399,Medium
5/11/26 13:05,198.51.100.88,10.0.0.5,Brute Force,TCP,64,8,USA,203,Low
5/11/26 13:17,203.0.113.148,10.1.0.25,SQL Injection,HTTP,672,2,UK,174,Medium
5/11/26 13:26,192.0.2.22,172.16.0.5,Phishing,HTTP,231,2,India,220,Low
5/11/26 13:28,198.51.100.210,10.0.1.18,Brute Force,TCP,121,10,Japan,386,Medium
5/11/26 13:37,198.51.100.210,10.0.1.4,SQL Injection,TCP,533,0,Japan,70,Medium
5/11/26 14:21,192.0.2.3,192.168.1.25,DDoS,HTTP,1356,2,India,819,High
5/11/26 14:32,192.0.2.190,192.168.2.20,Phishing,HTTPS,591,0,Germany,96,Low
5/11/26 14:40,192.0.2.3,10.0.0.12,Brute Force,TCP,376,12,India,702,High
5/11/26 14:48,198.51.100.83,172.16.0.5,Brute Force,HTTP,220,14,USA,859,High
5/11/26 14:54,203.0.113.120,10.0.1.11,Brute Force,HTTPS,318,6,UK,513,Medium
5/11/26 15:12,192.0.2.24,10.0.0.8,Brute Force,HTTP,177,3,India,387,Medium
5/11/26 15:35,198.51.100.65,10.0.0.12,SQL Injection,HTTP,674,6,USA,208,Medium
5/11/26 16:07,192.0.2.39,172.16.1.4,Phishing,HTTPS,369,0,India,106,Low
5/11/26 16:12,198.51.100.88,10.1.0.10,DDoS,UDP,1022,1,USA,1482,High
5/11/26 16:21,192.0.2.8,10.0.1.4,SQL Injection,HTTP,389,0,India,316,Medium
5/11/26 16:23,198.51.100.234,10.0.1.11,Malware,TCP,486,3,Japan,813,Medium
5/11/26 16:33,192.0.2.33,192.168.1.5,DDoS,UDP,966,3,India,812,High
5/11/26 17:33,198.51.100.214,10.0.0.5,Phishing,HTTPS,475,1,Japan,173,Low
5/11/26 17:35,192.0.2.3,192.168.1.5,Brute Force,TCP,250,5,India,405,Medium
5/11/26 18:08,198.51.100.78,10.0.1.7,Brute Force,TCP,233,12,USA,825,High
5/11/26 18:14,192.0.2.24,172.16.1.15,Brute Force,HTTP,486,11,India,381,Medium
5/11/26 18:42,198.51.100.217,192.168.1.10,Malware,HTTP,964,0,Japan,283,Medium
5/11/26 19:35,198.51.100.54,10.0.0.15,Phishing,HTTPS,243,2,USA,57,Low
5/11/26 19:41,192.0.2.8,10.0.0.20,Brute Force,HTTPS,233,11,India,387,Medium
5/11/26 19:54,198.51.100.74,10.0.1.4,Phishing,HTTP,301,0,USA,196,Low
5/11/26 19:56,192.0.2.15,192.168.2.20,SQL Injection,HTTPS,987,4,India,581,Medium
5/11/26 20:12,192.0.2.24,10.0.0.15,Malware,TCP,893,2,India,545,Medium
5/11/26 20:32,198.51.100.245,10.0.0.5,Malware,TCP,784,3,Japan,515,Medium
5/11/26 21:15,192.0.2.26,10.0.0.12,Brute Force,HTTP,126,10,India,344,Medium
5/11/26 21:22,192.0.2.33,10.0.0.5,Phishing,HTTP,423,0,India,301,Low
5/11/26 21:44,198.51.100.76,172.16.0.12,Brute Force,HTTPS,297,1,USA,513,Low
5/11/26 22:32,192.0.2.160,10.0.1.11,SQL Injection,HTTPS,655,0,Germany,511,Medium
5/12/26 0:34,192.0.2.44,192.168.1.10,Phishing,HTTPS,484,2,India,121,Low
5/12/26 1:31,203.0.113.131,192.168.1.5,Phishing,HTTPS,539,0,UK,240,Low
5/12/26 3:50,192.0.2.153,192.168.2.6,DDoS,UDP,709,1,Germany,504,Medium
5/12/26 5:03,192.0.2.3,10.1.0.14,Phishing,HTTPS,345,3,India,181,Low
5/12/26 5:08,198.51.100.239,10.0.1.11,SQL Injection,HTTP,377,3,Japan,640,Medium
5/12/26 6:20,198.51.100.243,10.0.0.8,Phishing,HTTP,524,0,Japan,239,Low
5/12/26 6:29,192.0.2.165,10.0.0.15,Phishing,HTTPS,475,2,Germany,72,Low
5/12/26 7:45,192.0.2.173,192.168.1.10,Phishing,HTTPS,136,0,Germany,220,Low
5/12/26 8:14,198.51.100.83,10.0.0.12,SQL Injection,HTTP,612,2,USA,438,Medium
5/12/26 8:22,198.51.100.202,192.168.1.25,Brute Force,TCP,273,7,Japan,527,Medium
5/12/26 9:05,192.0.2.8,10.0.0.8,Phishing,HTTPS,359,3,India,103,Low
5/12/26 9:32,198.51.100.83,10.1.0.14,Brute Force,HTTPS,663,8,USA,609,Medium
5/12/26 9:38,192.0.2.12,10.0.0.5,Phishing,HTTPS,284,1,India,341,Low
5/12/26 9:40,198.51.100.71,172.16.0.8,Brute Force,TCP,195,12,USA,486,High
5/12/26 9:51,203.0.113.113,172.16.0.12,Brute Force,TCP,145,10,UK,583,Medium
5/12/26 9:52,198.51.100.73,10.0.0.12,Malware,HTTPS,1289,2,USA,485,Medium
5/12/26 10:09,198.51.100.84,10.0.0.12,DDoS,HTTP,1364,0,USA,920,High
5/12/26 10:50,192.0.2.46,10.0.0.12,DDoS,UDP,1104,3,India,661,High
5/12/26 11:05,198.51.100.210,192.168.1.10,Phishing,HTTPS,202,1,Japan,200,Low
5/12/26 11:19,192.0.2.10,10.0.1.4,Brute Force,HTTP,306,10,India,578,Medium
5/12/26 12:02,192.0.2.17,192.168.1.10,Malware,UDP,933,2,India,432,Medium
5/12/26 12:07,192.0.2.183,172.16.0.12,Malware,TCP,504,0,Germany,687,Low
5/12/26 12:48,192.0.2.3,192.168.2.20,DDoS,UDP,1147,1,India,906,High
5/12/26 12:49,192.0.2.26,10.0.1.7,SQL Injection,HTTP,448,3,India,476,Medium
5/12/26 12:59,198.51.100.229,10.0.0.8,Malware,HTTP,823,7,Japan,867,Medium
5/12/26 14:12,203.0.113.107,172.16.1.15,Malware,HTTPS,585,4,UK,80,Medium
5/12/26 14:30,192.0.2.164,10.0.0.20,Malware,TCP,614,5,Germany,485,Medium
5/12/26 14:30,192.0.2.161,10.0.0.5,Malware,TCP,1202,3,Germany,577,High
5/12/26 14:42,198.51.100.92,10.0.0.5,Phishing,HTTPS,493,0,USA,177,Low
5/12/26 15:06,198.51.100.74,172.16.1.4,Phishing,HTTPS,682,3,USA,185,Low
5/12/26 15:23,192.0.2.9,172.16.1.15,SQL Injection,HTTP,512,0,India,388,Medium
5/12/26 16:14,192.0.2.39,192.168.2.6,Phishing,HTTPS,301,1,India,340,Low
5/12/26 16:34,198.51.100.76,172.16.1.4,Brute Force,HTTPS,147,5,USA,427,Low
5/12/26 16:51,203.0.113.140,172.16.0.8,Malware,HTTPS,297,5,UK,480,Medium
5/12/26 17:14,198.51.100.91,172.16.1.15,Phishing,HTTPS,827,0,USA,144,Low
5/12/26 17:25,198.51.100.78,10.0.0.8,Phishing,HTTPS,809,3,USA,201,Medium
5/12/26 18:04,192.0.2.177,10.0.0.12,SQL Injection,HTTPS,263,2,Germany,252,Low
5/12/26 18:21,198.51.100.67,192.168.1.5,SQL Injection,HTTPS,758,6,USA,70,Medium
5/12/26 19:00,198.51.100.76,10.0.0.8,Brute Force,TCP,456,17,USA,564,High
5/12/26 20:13,192.0.2.46,192.168.1.5,Brute Force,HTTPS,134,10,India,787,High
5/12/26 20:13,192.0.2.8,10.0.0.5,Brute Force,TCP,100,15,India,485,High
5/12/26 20:23,192.0.2.24,10.0.0.15,SQL Injection,HTTP,861,5,India,75,Medium
5/12/26 21:39,198.51.100.71,10.0.0.5,Brute Force,TCP,608,2,USA,484,Medium
5/12/26 22:18,192.0.2.15,10.0.0.20,Phishing,HTTPS,218,1,India,106,Low
5/13/26 1:08,198.51.100.88,10.0.1.7,Brute Force,TCP,241,9,USA,439,Medium
5/13/26 4:11,192.0.2.7,10.0.0.5,SQL Injection,HTTP,436,0,India,232,Low
5/13/26 5:35,192.0.2.191,172.16.1.4,Malware,TCP,1397,2,Germany,288,Medium
5/13/26 6:27,198.51.100.83,172.16.1.9,SQL Injection,HTTPS,654,4,USA,127,Medium
5/13/26 6:54,198.51.100.79,10.1.0.10,Malware,UDP,1314,6,USA,379,Medium
5/13/26 7:00,192.0.2.153,172.16.1.4,Brute Force,TCP,331,12,Germany,515,High
5/13/26 8:04,198.51.100.59,172.16.0.5,Malware,HTTP,536,1,USA,428,Medium
5/13/26 8:12,198.51.100.83,192.168.1.5,SQL Injection,HTTP,1086,0,USA,256,Medium
5/13/26 8:26,192.0.2.8,192.168.1.25,DDoS,TCP,975,3,India,743,High
5/13/26 8:32,192.0.2.157,10.1.0.25,SQL Injection,TCP,609,4,Germany,661,Medium
5/13/26 8:47,198.51.100.203,192.168.1.10,Brute Force,TCP,521,7,Japan,493,Medium
5/13/26 9:06,192.0.2.3,192.168.1.5,SQL Injection,HTTPS,580,2,India,388,Medium
5/13/26 9:23,192.0.2.46,192.168.2.6,Brute Force,TCP,344,7,India,460,Medium
5/13/26 9:31,198.51.100.216,10.0.1.18,DDoS,HTTP,1192,0,Japan,985,High
5/13/26 10:44,192.0.2.13,172.16.1.15,Phishing,HTTPS,490,0,India,330,Low
5/13/26 10:59,192.0.2.23,10.0.0.5,Phishing,HTTP,304,0,India,129,Low
5/13/26 11:37,198.51.100.242,10.0.0.20,Phishing,HTTPS,410,0,Japan,374,Low
5/13/26 11:56,192.0.2.26,10.0.0.5,Brute Force,TCP,266,5,India,391,Low
5/13/26 12:07,192.0.2.34,10.0.1.11,Malware,HTTP,600,1,India,546,Medium
5/13/26 12:18,198.51.100.68,10.0.0.8,Malware,TCP,676,4,USA,154,Medium
5/13/26 12:44,192.0.2.12,10.1.0.10,Brute Force,HTTPS,571,1,India,343,Medium
5/13/26 13:11,192.0.2.30,10.1.0.14,Phishing,HTTPS,319,4,India,103,Low
5/13/26 13:42,192.0.2.168,10.0.0.5,Brute Force,TCP,595,12,Germany,528,High
5/13/26 14:04,203.0.113.115,10.1.0.14,Malware,HTTP,1012,7,UK,80,Medium
5/13/26 14:17,192.0.2.17,10.0.0.8,Phishing,HTTP,784,0,India,315,Low
5/13/26 14:18,192.0.2.164,10.0.0.8,DDoS,HTTP,1103,0,Germany,830,Medium
5/13/26 14:20,192.0.2.46,10.0.0.12,Brute Force,TCP,449,7,India,599,Medium
5/13/26 14:36,192.0.2.31,172.16.0.12,Phishing,HTTP,228,0,India,276,Low
5/13/26 14:45,198.51.100.83,192.168.1.25,Brute Force,TCP,302,7,USA,448,Medium
5/13/26 14:46,192.0.2.34,10.1.0.10,SQL Injection,HTTPS,841,1,India,635,Medium
5/13/26 15:12,198.51.100.61,192.168.2.6,Phishing,HTTPS,302,0,USA,227,Low
5/13/26 15:13,192.0.2.3,192.168.1.5,Brute Force,TCP,257,6,India,570,Low
5/13/26 15:27,192.0.2.191,192.168.1.10,Malware,TCP,534,6,Germany,223,Medium
5/13/26 15:44,192.0.2.19,10.0.0.15,Phishing,HTTPS,378,3,India,202,Low
5/13/26 15:53,192.0.2.11,192.168.1.5,Phishing,HTTPS,470,0,India,102,Low
5/13/26 16:02,192.0.2.164,10.0.0.8,Brute Force,TCP,255,5,Germany,626,Medium
5/13/26 16:18,198.51.100.208,10.0.0.5,Phishing,HTTPS,265,0,Japan,196,Low
5/13/26 16:43,198.51.100.65,10.0.0.15,Malware,HTTPS,1500,0,USA,127,Medium
5/13/26 17:27,192.0.2.36,10.0.0.5,Malware,HTTPS,1124,6,India,699,High
5/13/26 17:44,192.0.2.46,192.168.1.5,Phishing,HTTPS,395,1,India,99,Low
5/13/26 17:47,192.0.2.33,10.0.1.4,Phishing,HTTP,354,0,India,390,Low
5/13/26 17:54,192.0.2.177,10.1.0.25,Brute Force,TCP,443,15,Germany,693,High
5/13/26 18:30,192.0.2.24,10.1.0.10,Phishing,HTTPS,453,0,India,233,Low
5/13/26 18:48,192.0.2.8,172.16.0.12,Phishing,HTTPS,399,1,India,262,Low
5/13/26 19:06,198.51.100.84,10.1.0.14,Brute Force,TCP,370,11,USA,482,Medium
5/13/26 19:41,198.51.100.71,172.16.1.9,Phishing,HTTPS,322,2,USA,158,Low
5/13/26 20:41,192.0.2.15,10.0.1.7,SQL Injection,HTTP,549,0,India,190,Low
5/13/26 21:07,198.51.100.76,10.0.1.18,Malware,HTTPS,593,4,USA,732,Medium
5/13/26 21:09,198.51.100.88,192.168.1.5,Phishing,HTTPS,231,2,USA,325,Medium
5/13/26 22:00,203.0.113.140,10.0.1.18,Brute Force,HTTPS,200,15,UK,550,High
5/13/26 22:28,203.0.113.138,10.1.0.25,Brute Force,HTTPS,261,10,UK,743,Medium
5/13/26 23:45,203.0.113.130,10.0.0.5,Phishing,HTTPS,177,1,UK,293,Low
5/14/26 2:37,203.0.113.125,10.0.0.8,Brute Force,HTTPS,407,9,UK,613,Medium
5/14/26 2:39,198.51.100.56,10.0.1.4,Phishing,HTTPS,991,2,USA,214,Low
5/14/26 3:47,198.51.100.242,10.0.0.8,Brute Force,TCP,225,18,Japan,714,High
5/14/26 4:28,192.0.2.177,10.0.0.8,Brute Force,TCP,158,13,Germany,497,High
5/14/26 5:05,192.0.2.183,10.0.0.12,DDoS,UDP,1370,1,Germany,1062,High
5/14/26 5:08,198.51.100.244,172.16.0.5,Phishing,HTTPS,582,0,Japan,141,Low
5/14/26 6:57,192.0.2.34,192.168.2.6,Malware,HTTPS,913,1,India,474,Medium
5/14/26 7:24,192.0.2.169,10.0.0.8,SQL Injection,HTTP,617,2,Germany,203,Medium
5/14/26 9:21,203.0.113.128,10.0.1.11,Phishing,HTTPS,583,0,UK,166,Low
5/14/26 10:06,198.51.100.55,10.0.0.15,Brute Force,TCP,195,4,USA,450,Medium
5/14/26 10:10,192.0.2.168,10.0.1.7,Phishing,HTTPS,606,0,Germany,76,Low
5/14/26 10:30,198.51.100.202,192.168.1.5,SQL Injection,HTTPS,619,2,Japan,245,Low
5/14/26 11:10,192.0.2.162,10.0.1.18,Phishing,HTTPS,463,0,Germany,210,Low
5/14/26 11:23,203.0.113.143,10.0.0.8,Brute Force,TCP,208,11,UK,698,Medium
5/14/26 11:36,192.0.2.153,10.1.0.10,DDoS,TCP,1093,1,Germany,235,High
5/14/26 12:09,192.0.2.8,10.1.0.25,Phishing,HTTPS,301,1,India,198,Low
5/14/26 12:14,198.51.100.92,10.1.0.14,Brute Force,TCP,239,12,USA,360,Medium
5/14/26 12:17,192.0.2.15,172.16.0.8,Brute Force,TCP,432,2,India,441,Low
5/14/26 13:05,192.0.2.37,10.0.1.4,SQL Injection,HTTPS,631,0,India,85,Medium
5/14/26 13:27,192.0.2.46,10.0.1.11,Brute Force,HTTPS,164,5,India,433,Medium
5/14/26 13:47,203.0.113.132,10.0.0.8,DDoS,HTTP,1210,1,UK,612,Medium
5/14/26 14:07,192.0.2.8,192.168.1.25,Brute Force,TCP,289,14,India,641,High
5/14/26 14:18,192.0.2.24,10.0.0.15,Phishing,HTTPS,521,3,India,166,Low
